,Original,Mean Imputation (20%),Similar Imputation (20%),Multiple Imputation (20%),Mean Imputation (10%),Similar Imputation (10%),Multiple Imputation (10%),Mean Imputation (5%),Similar Imputation (5%),Multiple Imputation (5%)
(Fold  1),1.1612903225806452,0.6079545454545454,0.3029629629629631,1.1918367346938776,0.8328335832083957,0.6942286348501665,0.6973684210526316,1.6109481915933528,0.4107142857142858,0.3240740740740742
(Fold  2),0.4726054394954673,0.6766233766233767,0.8872549019607845,0.2708719851576995,0.12620545073375244,0.4589371980676329,0.2801595214356929,0.37481857764876647,0.9846153846153847,0.9893939393939395
(Fold  3),1.397877984084881,0.13373860182370834,0.30090090090090094,0.16568544995794787,1.5984496124031007,0.8878787878787877,0.9431383269546201,0.0,1.636324786324786,0.9658444022770398
(Fold  4),1.0225705329153605,0.5338827838827838,0.08263236021771392,-0.09523809523809534,1.2318501170960185,-0.14259061833688702,0.5745192307692308,1.0128205128205128,0.8714975845410629,1.0148325358851673
(Fold  5),2.188311688311688,0.9347826086956521,0.0888888888888888,0.4227434982151965,0.9093567251461989,0.8114923522116577,0.44886363636363646,0.3717948717948718,0.4155844155844155,0.6197703035274815
(Fold  6),1.324915824915825,0.02229199372056523,0.5546139359698681,0.8535967578520769,0.21027131782945752,0.7944896115627824,1.016260162601626,1.967741935483871,0.8656716417910448,1.5118364418938308
(Fold  7),1.1575757575757575,-0.02211302211302213,0.45169082125603865,0.31789737171464316,0.33259259259259255,0.29485002829654783,0.8496240601503757,0.675,0.3583333333333334,0.3750000000000002
(Fold  8),0.625,0.655328798185941,1.149230769230769,0.21047619047619048,0.6932958651144119,0.2947178871548619,-0.24258760107816713,0.8120550545799716,0.9019607843137256,0.9396551724137931
(Fold  9),1.4720930232558143,-0.13519813519813506,0.5924608819345663,0.6547619047619047,0.9149999999999998,2.076666666666666,1.0777777777777775,0.2690631808278867,0.8290322580645164,0.38297872340425543
(Fold 10),0.9769345238095237,-0.3675115207373272,0.6711111111111112,0.10427350427350435,-0.17211328976034856,0.760281385281385,0.5769230769230769,1.4627568493150684,1.0207768744354109,0.29181929181929167
Average,1.1799175096944965,0.3039780030338088,0.5081747534433604,0.4096905301864946,0.667774197436358,0.6930951933633601,0.62220466129505,0.8556999174064301,0.8294511348717967,0.7415204884688873
