,Original,Mean Imputation (20%),Similar Imputation (20%),Multiple Imputation (20%),Mean Imputation (10%),Similar Imputation (10%),Multiple Imputation (10%),Mean Imputation (5%),Similar Imputation (5%),Multiple Imputation (5%)
(Fold  1),1.7332610576432212,1.7099364713841911,0.8771507950463463,1.0158728870595313,0.7154516110994433,1.4226142742582197,0.8342189234394046,1.5754622738061947,1.4308426499896554,1.0466523565948118
(Fold  2),0.7634828104654127,1.33963688114542,1.4852544007716424,1.9937500000000004,0.8041477124289269,0.7408742122749146,2.1010771369454466,0.9591257062402625,0.7011986146230138,0.5131142034617094
(Fold  3),0.9270793085460398,3.874722397919741,2.1324557795146024,0.33003389830508467,2.735984513528374,1.1711923314976747,1.1897432348013746,1.681626042594542,1.2010521124445175,0.8934514399819335
(Fold  4),0.9658793625296344,0.9617259532918243,1.1576669707104488,0.6356420067689685,0.5058206311937367,0.7352920453744802,1.5437908908245777,2.1845399417829743,1.3273716992489075,0.53626329560424
(Fold  5),1.7332573273211722,0.26487215089010074,0.8070112150448329,1.0682863995051872,0.7629650094837529,1.4758134129693765,0.5130952163578142,0.9064880499535264,0.7751439066524475,0.7077645305514157
(Fold  6),2.3520053590875225,0.8246430881317888,1.4710148169851112,0.5004477004477006,1.2900206492671202,0.8394571111998691,1.9887265512265513,1.063909056686799,2.8291390030630468,1.1281866171523165
(Fold  7),0.9882113233024694,1.3738323998512807,0.11030121133341214,0.46249096308273535,0.6468489649885001,0.6993408321238509,0.3927364227301321,0.7955487136611912,1.0169170616996728,0.8044962215016978
(Fold  8),1.5111279855878195,0.9073062832653627,1.7395570757324488,0.26831007751937985,0.869920415718735,0.7391504758265273,1.7746913580246915,0.8128441547434682,0.44809983694970534,1.9785474005743753
(Fold  9),2.718867545295317,0.5581097310591175,1.2006688963210703,0.5961606373648548,0.9086772854672953,2.578279420384683,0.930143188641446,1.4246146209935993,1.7788628635402826,1.3048332839283319
(Fold 10),0.47988621782517127,0.9223379629629629,1.3426386982220093,0.5137492496998799,1.0817706926498347,0.5198474627610215,0.8011021554692022,0.9801319784898811,1.7310993120951044,0.8061726376474578
Average,1.417305829760378,1.273712331990179,1.2323719859681925,0.7384743819753323,1.0321607485825717,1.0921861578670617,1.2069325078460642,1.2384290538952438,1.3239727060306352,0.9719481986998291
