,Original,Mean Imputation (20%),Similar Imputation (20%),Multiple Imputation (20%),Mean Imputation (10%),Similar Imputation (10%),Multiple Imputation (10%),Mean Imputation (5%),Similar Imputation (5%),Multiple Imputation (5%)
(Fold  1),0.8784688995215311,0.7416666666666667,0.5715477680433876,1.2290969899665554,0.8428381962864722,1.1492063492063493,1.5219023779724656,2.051694915254237,0.7280747275557862,0.7233050847457627
(Fold  2),1.1858333333333333,1.564141414141414,1.313526570048309,0.4027777777777777,0.4880503144654089,0.9755201958384333,0.5545454545454547,0.9839279974284794,0.9958720330237358,1.3983333333333334
(Fold  3),1.1118353344768437,0.6525540727105386,0.44179894179894164,0.853921568627451,1.2805999032414128,1.0398452611218567,1.480183562786817,0.026143790849673332,2.0493777599357688,0.7652910832719233
(Fold  4),1.6241187384044526,1.02,1.2472527472527475,-0.05757575757575761,1.4444444444444444,1.1071428571428572,0.53125,0.9699828473413379,0.9277585353785256,1.2941666666666667
(Fold  5),1.5167500962649212,1.3111702127659575,0.6637681159420291,0.6634460547504024,1.3335714285714284,1.2708333333333335,0.8137755102040816,0.9371118012422361,1.0408844388819358,0.9087809036658141
(Fold  6),1.0608187134502922,0.9364705882352942,0.6700156985871272,1.5165957446808511,0.9733333333333334,1.14025974025974,2.0232558139534884,2.383107088989442,1.4430926216640505,2.2723665223665224
(Fold  7),0.6017724413950829,0.9799154334038056,0.9999999999999999,0.8062668463611861,0.8659259259259258,0.8938679245283021,1.1350351461339256,1.3853541416566626,0.9081346423562413,1.4680851063829787
(Fold  8),0.8216180371352786,0.8739035087719298,0.7902967121090618,0.4887493458922032,0.5782967032967035,0.23228803716608604,0.9762493814943096,0.9202380952380951,1.354515050167224,1.51078431372549
(Fold  9),2.378088578088578,0.27398205659075225,0.7521929824561404,0.5339216767788195,1.0859848484848484,1.5930769230769228,0.9346642468239563,1.3557082452431288,1.0738461538461537,1.0557692307692308
(Fold 10),1.450757575757576,0.8211538461538462,1.3054878048780487,0.9766666666666668,1.2032132001736866,0.992490118577075,1.077777777777778,1.3322510822510822,1.5350000000000001,0.8793619142572284
Average,1.263006174782789,0.9174957799440204,0.8755887341115793,0.7413866913926157,1.0096258298223666,1.0394530740250956,1.1048639271692275,1.2345520005494373,1.205655596280942,1.2276244159184952
