,Original,Mean Imputation (20%),Similar Imputation (20%),Multiple Imputation (20%),Mean Imputation (10%),Similar Imputation (10%),Multiple Imputation (10%),Mean Imputation (5%),Similar Imputation (5%),Multiple Imputation (5%)
(Fold  1),0.9597342463757557,0.6779872583784847,0.8089326326264424,0.7373273327332734,0.8450825296938991,1.0830903581739704,1.1781641422115965,1.0348527350869272,1.0582898852971847,0.712611613898492
(Fold  2),1.072923313167232,0.6360200480178795,0.7227011901807137,0.46738953645974524,0.6554014024784942,1.1465938960280373,0.9561862512780331,0.7787635317075297,0.5279483458003051,0.8198068185671175
(Fold  3),1.0649616579697734,0.6612592423262198,0.6871646817852111,1.0846016507464529,0.5650180664113912,0.6392119218077141,1.3179636319446744,0.9921310330376474,0.8407103825136613,1.0318778096033738
(Fold  4),0.7928708734685541,0.934419135292498,0.8502807047541696,0.6586767254131272,0.6999552174624195,0.868790073989741,1.137230793532582,1.0696714062138408,1.0103510191091087,0.6462926693830995
(Fold  5),1.0974224312309648,0.41028107532993735,0.885806664565244,0.8347666371859921,1.381554765988728,0.8748124385574587,0.6436518160896537,1.031078451810159,0.7248139497366188,0.8642622437803161
(Fold  6),0.8716790608021149,0.591476532436445,0.5450130092790179,0.7181989659008596,0.8268231339304974,0.8078842207581811,0.9973929171332587,0.7326283183359964,1.1462384094994795,0.887454389582049
(Fold  7),1.1264355602434641,0.6451592339866261,0.7809995288386317,0.6714040861099684,0.9510484485333581,1.0470095781956217,0.7137330001941025,0.6862013244535288,0.8118176959191042,0.9822693535442668
(Fold  8),1.272262273016509,0.6997367565588303,0.786706781018093,0.4647549019607844,0.6178585582783045,0.974110817262227,0.7861781309553775,0.9913387798018909,1.3315597211814234,0.8733847454783863
(Fold  9),0.8137455707637343,0.894475591297792,0.9214469014469014,0.6509225424392834,1.0473834240729532,0.6678016494136809,1.1601943346508565,0.6732447729623559,1.0848822825140112,1.2432321557116746
(Fold 10),1.0647853978287032,0.6501266306295361,1.3089004041692673,0.9837499999999999,0.9642213483998474,0.7904675272696084,0.7664517912488042,1.0174891774891774,0.9067820676657758,0.9234730126962287
Average,1.0136820384866805,0.6800941504254249,0.8297952498663692,0.7271792378949486,0.8554346895249892,0.8899772481456243,0.9657146809238938,0.9007399530899054,0.9443393759236673,0.8984664812245006
