,Original,Mean Imputation (20%),Similar Imputation (20%),Multiple Imputation (20%),Mean Imputation (10%),Similar Imputation (10%),Multiple Imputation (10%),Mean Imputation (5%),Similar Imputation (5%),Multiple Imputation (5%)
(Fold  1),1.5584322561811939,1.0533790338569295,1.0059510572349555,1.0008013816245735,1.5403436539049757,1.167599788079512,1.3001799278727542,1.2835913507949053,0.9790766150754451,1.3323295413214669
(Fold  2),0.7345743623337878,1.6865825014679976,1.232802346950694,0.9357692882367209,1.1397905579130816,1.4856830763193307,1.0326799721500826,1.3049374032680696,1.4393070136461563,1.4828402278697974
(Fold  3),1.5158019961578377,1.5906601446548767,1.36348120167649,1.1205104126178673,1.4463475752784236,1.0394041375291376,1.3891034105187776,1.4028908109018514,1.13227602905569,1.1262394705857606
(Fold  4),1.5459392685799647,1.2912670231455539,1.063429874166569,0.6847492335851398,0.9533504156454976,1.6333138771341018,1.0139355177523117,1.3774765063571035,0.8479162220040412,1.4084880636604775
(Fold  5),1.5360915308157517,1.1721825821796146,1.6903660375460081,1.3692862588145607,1.3919332645338838,1.2090211197551994,1.4496606334841626,1.4996294194192359,1.41843051500203,1.5191289792288918
(Fold  6),1.3963161948964964,0.9477254349424161,1.427945313905905,1.0507339793739692,1.7929413282585553,1.8085533869115955,1.7657559198542807,0.9157521795092953,1.9276098045248449,1.0330216506400804
(Fold  7),1.1445884636147325,1.2875003395843945,0.6887532269609348,1.5095344780179447,1.1426359088261,0.8915961283600917,0.7346360948026237,1.4781964728575367,1.356007118088839,1.2977459737134394
(Fold  8),2.1836894120609345,0.9717566848290451,0.959842208525181,1.2304386645876666,1.7239440812997557,1.2657604664570097,1.3393108187502623,1.6935928163654803,1.8596828535852925,1.0346680480013815
(Fold  9),1.2326000480171317,1.0078899915046886,1.7708021186874434,1.0581606574488243,1.3720235116334154,1.2061874906702492,1.558604181127037,1.1673821155230333,1.3653796910025469,1.4462524949526292
(Fold 10),1.3055114121676537,1.011480479109604,0.9948851609997968,0.8975681280432656,1.2650568755855178,1.628757355122759,1.3109442777553557,2.0190579048778012,1.3836748182419036,1.6939555866649023
Average,1.4153544944825485,1.2020424215275118,1.2198258546653977,1.0857552482350532,1.3768367172879206,1.3335876826338988,1.289481075406765,1.4142506979874312,1.370936068022679,1.3374670036638827
